Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
140,Trevor Booker,29,BRK,PF,71,43,1754,305,591,.516,25,78,.321,280,513,.546,.537,74,110,.673,143,428,571,138,75,28,127,152,709,0,,booketr01
141,Deron Williams,32,2TM,PG,64,44,1657,263,600,.438,85,234,.363,178,366,.486,.509,90,109,.826,14,133,147,360,31,8,138,138,701,0,,willide01
141,Deron Williams,32,DAL,PG,40,40,1171,195,453,.430,63,181,.348,132,272,.485,.500,69,84,.821,13,89,102,274,25,2,98,96,522,0,,willide01
141,Deron Williams,32,CLE,PG,24,4,486,68,147,.463,22,53,.415,46,94,.489,.537,21,25,.840,1,44,45,86,6,6,40,42,179,0,,willide01
142,E'Twaun Moore,27,NOP,SG,73,22,1820,283,619,.457,77,208,.370,206,411,.501,.519,57,74,.770,33,119,152,164,50,32,62,131,700,0,,mooreet01
143,JaMychal Green,26,MEM,PF,77,75,2101,250,500,.500,55,145,.379,195,355,.549,.555,134,167,.802,167,377,544,84,47,34,94,248,689,0,,greenja01
144,Jameer Nelson,34,DEN,PG,75,39,2045,268,604,.444,106,273,.388,162,331,.489,.531,45,63,.714,28,164,192,385,54,8,128,197,687,0,,nelsoja01
145,Tony Snell,25,MIL,SG,80,80,2336,246,541,.455,144,355,.406,102,186,.548,.588,47,58,.810,22,226,248,96,55,14,55,125,683,0,,snellto01
146,Ty Lawson,29,SAC,PG,69,24,1732,237,522,.454,34,118,.288,203,404,.502,.487,173,217,.797,44,135,179,334,74,6,129,119,681,1,,lawsoty01
147,Kelly Olynyk,25,BOS,C,75,6,1538,260,508,.512,68,192,.354,192,316,.608,.579,90,123,.732,73,288,361,148,43,29,96,207,678,0,,olynyke01
148,Kyle Korver,35,2TM,SG,67,22,1753,239,515,.464,162,359,.451,77,156,.494,.621,38,42,.905,7,179,186,110,34,21,69,107,678,0,,korveky01
148,Kyle Korver,35,ATL,SG,32,21,894,108,246,.439,65,159,.409,43,87,.494,.571,24,27,.889,0,89,89,75,23,13,40,47,305,0,,korveky01
148,Kyle Korver,35,CLE,SG,35,1,859,131,269,.487,97,200,.485,34,69,.493,.667,14,15,.933,7,90,97,35,11,8,29,60,373,0,,korveky01
149,Channing Frye,33,CLE,C,74,15,1398,238,520,.458,137,335,.409,101,185,.546,.589,63,74,.851,37,253,290,45,33,37,53,138,676,0,,fryech01
150,Rondae Hollis-Jefferson,22,BRK,SF,78,50,1761,235,542,.434,15,67,.224,220,475,.463,.447,190,253,.751,96,356,452,154,82,44,116,177,675,0,,holliro01
151,Gerald Henderson,29,PHI,SG,72,41,1667,234,553,.423,61,173,.353,173,380,.455,.478,133,165,.806,34,151,185,112,40,15,62,129,662,0,,hendege02
152,Jusuf Nurkić,22,2TM,C,65,48,1391,271,534,.507,0,1,.000,271,533,.508,.507,120,210,.571,154,313,467,123,50,74,143,161,662,0,,nurkiju01
152,Jusuf Nurkić,22,DEN,C,45,29,807,151,298,.507,0,0,,151,298,.507,.507,56,113,.496,89,171,260,60,25,36,81,88,358,0,,nurkiju01
152,Jusuf Nurkić,22,POR,C,20,19,584,120,236,.508,0,1,.000,120,235,.511,.508,64,97,.660,65,142,207,63,25,38,62,73,304,0,,nurkiju01
153,Wayne Ellington,29,MIA,SG,62,13,1500,231,555,.416,149,394,.378,82,161,.509,.550,37,43,.860,18,114,132,70,35,4,30,70,648,0,,ellinwa01
154,Tony Allen,35,MEM,SG,71,66,1914,274,595,.461,15,54,.278,259,541,.479,.473,80,130,.615,166,225,391,98,115,29,100,178,643,0,DEF2,allento01
155,Patrick Beverley,28,HOU,SG,67,67,2058,228,543,.420,110,288,.382,118,255,.463,.521,73,95,.768,95,298,393,281,99,25,100,222,639,0,DPOY-8DEF1,beverpa01
156,Cody Zeller,24,CHO,C,62,58,1725,253,443,.571,0,1,.000,253,442,.572,.571,133,196,.679,135,270,405,99,62,58,65,189,639,0,,zelleco01
157,DeMarre Carroll,30,TOR,SF,72,72,1882,220,550,.400,109,320,.341,111,230,.483,.499,89,117,.761,63,212,275,74,81,27,54,143,638,0,,carrode01
158,Jeff Green,30,ORL,PF,69,11,1534,220,558,.394,53,193,.275,167,365,.458,.442,145,168,.863,39,175,214,81,37,13,75,103,638,0,,greenje02
159,Tony Parker,34,SAS,PG,63,63,1587,265,569,.466,23,69,.333,242,500,.484,.486,85,117,.726,9,104,113,285,34,2,89,92,638,0,,parketo01
160,Norman Powell,23,TOR,SG,76,18,1368,227,506,.449,56,173,.324,171,333,.514,.504,126,159,.792,26,143,169,82,52,14,70,127,636,0,,powelno01
161,Monta Ellis,31,IND,SG,74,33,1998,247,557,.443,43,135,.319,204,422,.483,.482,93,128,.727,19,185,204,236,78,27,135,149,630,0,,ellismo01
162,Tristan Thompson,25,CLE,C,78,78,2336,262,437,.600,0,3,.000,262,434,.604,.600,106,213,.498,286,429,715,77,39,84,64,176,630,0,,thomptr01
163,Justin Holiday,27,NYK,SG,82,4,1639,233,538,.433,97,273,.355,136,265,.513,.523,66,80,.825,27,198,225,102,65,31,66,109,629,0,,holidju01
164,Joel Embiid,22,PHI,C,31,31,786,200,429,.466,36,98,.367,164,331,.495,.508,191,244,.783,61,182,243,66,27,76,117,112,627,0,ROY-3,embiijo01
165,D.J. Augustin,29,ORL,PG,78,20,1538,195,517,.377,95,274,.347,100,243,.412,.469,131,161,.814,15,102,117,209,31,1,90,101,616,0,,augusdj01
166,Alex Len,23,PHO,C,77,34,1560,230,463,.497,3,12,.250,227,451,.503,.500,150,208,.721,156,354,510,44,38,98,102,242,613,0,,lenal01
167,Willie Cauley-Stein,23,SAC,C,75,21,1421,255,481,.530,0,2,.000,255,479,.532,.530,101,151,.669,85,254,339,80,53,44,69,147,611,0,,caulewi01
168,Nenê,34,HOU,C,67,8,1198,245,397,.617,3,9,.333,242,388,.624,.621,116,197,.589,95,187,282,65,56,39,73,163,609,0,,hilarne01
169,Jeremy Lamb,24,CHO,SG,62,5,1143,226,491,.460,41,146,.281,185,345,.536,.502,110,129,.853,30,234,264,75,27,23,40,98,603,0,,lambje01
170,Emmanuel Mudiay,20,DEN,PG,55,41,1406,208,551,.377,56,178,.315,152,373,.408,.428,131,167,.784,29,149,178,217,41,13,123,95,603,0,,mudiaem01
171,Brandon Knight,25,PHO,SG,54,5,1140,209,525,.398,45,139,.324,164,386,.425,.441,132,154,.857,25,93,118,130,27,5,88,87,595,0,,knighbr03
172,Doug McDermott,25,2TM,SF,66,5,1508,222,497,.447,77,208,.370,145,289,.502,.524,71,84,.845,20,159,179,58,13,5,38,79,592,0,,mcderdo01
172,Doug McDermott,25,CHI,SF,44,4,1078,166,373,.445,56,150,.373,110,223,.493,.520,59,67,.881,14,116,130,45,11,4,32,57,447,0,,mcderdo01
172,Doug McDermott,25,OKC,SF,22,1,430,56,124,.452,21,58,.362,35,66,.530,.536,12,17,.706,6,43,49,13,2,1,6,22,145,0,,mcderdo01
173,Jahlil Okafor,21,PHI,C,50,33,1134,242,471,.514,0,0,,242,471,.514,.514,106,158,.671,81,159,240,58,20,49,91,122,590,0,,okafoja01
174,Kenneth Faried,27,DEN,PF,61,34,1296,228,416,.548,0,6,.000,228,410,.556,.548,131,189,.693,183,279,462,55,43,40,59,124,587,0,,farieke01
175,Willy Hernangómez,22,NYK,C,72,22,1324,246,465,.529,4,15,.267,242,450,.538,.533,91,125,.728,170,332,502,96,41,36,100,150,587,0,ROY-5,hernawi01
176,Vince Carter,40,MEM,SF,73,15,1799,193,490,.394,112,296,.378,81,194,.418,.508,88,115,.765,36,191,227,133,60,36,50,163,586,0,6MOY-11,cartevi01
177,Evan Turner,28,POR,SF,65,12,1658,235,552,.426,31,118,.263,204,434,.470,.454,85,103,.825,36,211,247,205,53,24,100,121,586,0,,turneev01
178,Langston Galloway,25,2TM,PG,74,2,1495,207,545,.380,120,308,.390,87,237,.367,.490,51,64,.797,27,129,156,93,46,6,46,96,585,0,,gallola01
178,Langston Galloway,25,NOP,PG,55,0,1120,165,441,.374,101,268,.377,64,173,.370,.489,40,52,.769,20,101,121,65,40,5,28,76,471,0,,gallola01
178,Langston Galloway,25,SAC,PG,19,2,375,42,104,.404,19,40,.475,23,64,.359,.495,11,12,.917,7,28,35,28,6,1,18,20,114,0,,gallola01
179,Terrence Jones,25,2TM,PF,54,12,1270,231,492,.470,19,75,.253,212,417,.508,.489,103,170,.606,65,241,306,59,40,54,48,67,584,0,,joneste01
179,Terrence Jones,25,NOP,PF,51,12,1264,231,489,.472,19,75,.253,212,414,.512,.492,103,170,.606,65,238,303,59,39,53,48,67,584,0,,joneste01
179,Terrence Jones,25,MIL,PF,3,0,6,0,3,.000,0,0,,0,3,.000,.000,0,0,,0,3,3,0,1,1,0,0,0,0,,joneste01
180,Joe Ingles,29,UTA,SF,82,26,1972,204,451,.452,123,279,.441,81,172,.471,.589,50,68,.735,23,238,261,225,96,8,107,163,581,0,,inglejo01
181,Matthew Dellavedova,26,MIL,PG,76,54,1986,208,534,.390,79,215,.367,129,319,.404,.463,82,96,.854,24,123,147,357,53,0,133,153,577,0,,dellama01
182,Brandon Jennings,27,2TM,PG,81,13,1802,192,535,.359,79,252,.313,113,283,.399,.433,114,152,.750,29,167,196,395,70,4,128,116,577,0,,jennibr01
182,Brandon Jennings,27,NYK,PG,58,11,1428,163,429,.380,68,200,.340,95,229,.415,.459,102,135,.756,21,131,152,287,55,4,106,84,496,0,,jennibr01
182,Brandon Jennings,27,WAS,PG,23,2,374,29,106,.274,11,52,.212,18,54,.333,.325,12,17,.706,8,36,44,108,15,0,22,32,81,0,,jennibr01
183,David Lee,33,SAS,PF,79,10,1477,248,420,.590,0,0,,248,420,.590,.590,80,113,.708,149,292,441,124,31,40,82,125,576,0,,leeda02
184,Andre Iguodala,33,GSW,SF,76,0,1998,219,415,.528,64,177,.362,155,238,.651,.605,72,102,.706,51,253,304,261,76,39,58,97,574,0,6MOY-2,iguodan01
185,Iman Shumpert,26,CLE,SG,76,31,1937,201,489,.411,94,261,.360,107,228,.469,.507,71,90,.789,39,179,218,109,62,27,78,150,567,0,,shumpim01
186,Solomon Hill,25,NOP,SF,80,71,2374,183,478,.383,94,270,.348,89,208,.428,.481,103,128,.805,51,256,307,141,72,32,82,182,563,0,,hillso01
187,Rudy Gay,30,SAC,SF,30,30,1013,201,442,.455,42,113,.372,159,329,.483,.502,118,138,.855,35,155,190,83,44,26,74,79,562,0,,gayru01
188,Richaun Holmes,23,PHI,C,57,17,1193,230,412,.558,27,77,.351,203,335,.606,.591,72,103,.699,94,217,311,58,42,55,55,136,559,0,,holmeri01
189,T.J. McConnell,24,PHI,PG,81,51,2133,236,512,.461,11,55,.200,225,457,.492,.472,73,90,.811,39,212,251,534,134,10,159,139,556,0,,mccontj01
190,Troy Daniels,25,MEM,SG,67,3,1183,185,495,.374,138,355,.389,47,140,.336,.513,43,54,.796,22,78,100,46,20,4,45,90,551,0,,danietr01
191,Isaiah Whitehead,21,BRK,PG,73,26,1643,204,508,.402,44,149,.295,160,359,.446,.445,91,113,.805,32,152,184,192,42,36,142,175,543,0,,whiteis01
192,P.J. Tucker,31,2TM,SF,81,21,2236,199,482,.413,70,196,.357,129,286,.451,.485,72,93,.774,117,354,471,99,116,19,66,196,540,0,,tuckepj01
192,P.J. Tucker,31,PHO,SF,57,17,1627,147,354,.415,46,136,.338,101,218,.463,.480,61,77,.792,94,248,342,73,85,14,52,143,401,0,,tuckepj01
192,P.J. Tucker,31,TOR,SF,24,4,609,52,128,.406,24,60,.400,28,68,.412,.500,11,16,.688,23,106,129,26,31,5,14,53,139,0,,tuckepj01
193,Josh Richardson,23,MIA,SG,53,34,1614,202,513,.394,75,227,.330,127,286,.444,.467,60,77,.779,35,133,168,140,60,39,65,132,539,0,,richajo01
194,Raymond Felton,32,LAC,PG,80,11,1700,221,514,.430,46,144,.319,175,370,.473,.475,50,64,.781,33,185,218,191,66,22,83,125,538,0,,feltora01
195,Rajon Rondo,30,CHI,PG,69,42,1843,229,561,.408,50,133,.376,179,428,.418,.453,30,50,.600,73,282,355,461,99,11,169,144,538,1,,rondora01
196,Al Jefferson,32,IND,C,66,1,931,235,471,.499,0,1,.000,235,470,.500,.499,65,85,.765,75,203,278,57,19,16,33,125,535,0,,jeffeal01
197,Al-Farouq Aminu,26,POR,PF,61,25,1773,183,466,.393,70,212,.330,113,254,.445,.468,96,136,.706,77,374,451,99,60,44,94,102,532,0,,aminual01
198,Justin Anderson,23,2TM,SF,75,10,1228,186,439,.424,58,194,.299,128,245,.522,.490,102,129,.791,69,176,245,66,41,23,66,109,532,0,,anderju01
198,Justin Anderson,23,DAL,SF,51,2,710,111,277,.401,37,122,.303,74,155,.477,.468,70,88,.795,39,110,149,32,28,16,40,64,329,0,,anderju01
198,Justin Anderson,23,PHI,SF,24,8,518,75,162,.463,21,72,.292,54,90,.600,.528,32,41,.780,30,66,96,34,13,7,26,45,203,0,,anderju01
199,Sergio Rodríguez,30,PHI,PG,68,30,1518,210,536,.392,92,252,.365,118,284,.415,.478,18,27,.667,21,136,157,344,49,4,128,95,530,0,,rodrise01
200,Michael Beasley,28,MIL,PF,56,6,935,216,406,.532,18,43,.419,198,363,.545,.554,78,105,.743,40,153,193,53,27,27,66,92,528,0,,beaslmi01
201,Ian Clark,25,GSW,SG,77,0,1137,211,433,.487,61,163,.374,150,270,.556,.558,44,58,.759,22,99,121,90,39,8,55,77,527,0,,clarkia01
202,Montrezl Harrell,23,HOU,C,58,14,1064,225,345,.652,1,7,.143,224,338,.663,.654,76,121,.628,81,138,219,64,20,42,44,126,527,0,,harremo01
203,Matt Barnes,36,2TM,SF,74,18,1777,185,473,.391,87,263,.331,98,210,.467,.483,70,89,.787,70,314,384,195,48,26,107,185,527,0,,barnema02
203,Matt Barnes,36,SAC,SF,54,13,1367,147,383,.384,69,211,.327,78,172,.453,.474,50,66,.758,55,238,293,150,36,17,83,138,413,0,,barnema02
203,Matt Barnes,36,GSW,SF,20,5,410,38,90,.422,18,52,.346,20,38,.526,.522,20,23,.870,15,76,91,45,12,9,24,47,114,0,,barnema02
204,Jeremy Lin,28,BRK,PG,36,33,883,175,400,.438,58,156,.372,117,244,.480,.510,115,141,.816,11,124,135,184,42,14,86,79,523,0,,linje01
205,Andre Roberson,25,OKC,SF,79,79,2376,215,463,.464,45,184,.245,170,279,.609,.513,47,111,.423,98,305,403,79,94,79,51,204,522,0,DPOY-5DEF2,roberan03
206,Amir Johnson,29,BOS,PF,80,77,1608,213,370,.576,27,66,.409,186,304,.612,.612,67,100,.670,118,248,366,140,51,62,77,211,520,0,,johnsam01
207,Manu Ginóbili,39,SAS,SG,69,0,1291,171,439,.390,89,227,.392,82,212,.387,.491,86,107,.804,28,129,157,183,82,16,96,119,517,0,,ginobma01
208,Dwight Powell,25,DAL,C,77,3,1333,194,377,.515,21,74,.284,173,303,.571,.542,107,141,.759,93,213,306,49,61,39,34,135,516,0,,poweldw01
209,Arron Afflalo,31,SAC,SG,61,45,1580,185,420,.440,62,151,.411,123,269,.457,.514,83,93,.892,9,116,125,78,21,6,42,104,515,0,,afflaar01
210,Jaylen Brown,20,BOS,SF,78,20,1341,192,423,.454,46,135,.341,146,288,.507,.508,85,124,.685,45,175,220,64,35,18,68,142,515,0,ROY-8,brownja02
211,Garrett Temple,30,SAC,SG,65,20,1728,183,432,.424,82,220,.373,101,212,.476,.519,58,74,.784,32,152,184,168,84,28,78,141,506,0,,templga01
212,Sam Dekker,22,HOU,PF,77,2,1419,203,429,.473,60,187,.321,143,242,.591,.543,38,68,.559,94,190,284,76,38,21,41,83,504,0,,dekkesa01
213,Kelly Oubre Jr.,21,WAS,SF,79,5,1605,186,442,.421,54,188,.287,132,254,.520,.482,75,99,.758,61,200,261,47,58,17,50,195,501,0,,oubreke01
214,Danny Green,29,SAS,SG,68,68,1807,176,449,.392,118,311,.379,58,138,.420,.523,27,32,.844,31,193,224,124,70,57,76,120,497,0,DEF2,greenda02
215,Rodney McGruder,25,MIA,SG,78,65,1966,190,460,.413,73,220,.332,117,240,.488,.492,44,71,.620,94,162,256,124,46,18,56,140,497,0,ROY-8,mcgruro01
216,Kyle O'Quinn,26,NYK,C,79,8,1229,215,413,.521,2,17,.118,213,396,.538,.523,64,83,.771,157,282,439,117,36,104,76,174,496,0,,oquinky01
217,Ben McLemore,23,SAC,SG,61,27,1176,180,419,.430,65,170,.382,115,249,.462,.507,70,93,.753,19,110,129,51,29,6,62,108,495,0,,mclembe01
218,Luc Mbah a Moute,30,LAC,SF,80,76,1787,191,378,.505,43,110,.391,148,268,.552,.562,59,87,.678,44,126,170,39,81,35,46,122,484,0,,mbahalu01
219,Bismack Biyombo,24,ORL,C,81,27,1793,179,339,.528,0,0,,179,339,.528,.528,125,234,.534,157,410,567,74,25,91,95,202,483,0,,biyombi01
220,Jonathon Simmons,27,SAS,SG,78,8,1392,177,421,.420,30,102,.294,147,319,.461,.456,99,132,.750,20,140,160,126,47,25,76,146,483,0,,simmojo02
221,Domantas Sabonis,20,OKC,PF,81,66,1632,192,481,.399,51,159,.321,141,322,.438,.452,44,67,.657,46,242,288,82,39,32,83,200,479,0,,sabondo01
222,Derrick Favors,25,UTA,PF,50,39,1186,203,417,.487,3,10,.300,200,407,.491,.490,67,109,.615,92,213,305,56,45,40,60,103,476,0,,favorde01
223,JaVale McGee,29,GSW,C,77,10,739,208,319,.652,0,3,.000,208,316,.658,.652,56,111,.505,100,144,244,17,19,67,40,109,472,0,,mcgeeja01
224,Kosta Koufos,27,SAC,C,71,62,1419,216,392,.551,0,1,.000,216,391,.552,.551,38,62,.613,118,285,403,47,36,48,61,172,470,0,,koufoko01
225,Caris LeVert,22,BRK,SF,57,26,1237,171,380,.450,59,184,.321,112,196,.571,.528,67,93,.720,23,165,188,110,49,8,59,91,468,0,,leverca01
226,Tim Frazier,26,NOP,PG,65,35,1525,163,404,.403,40,128,.313,123,276,.446,.453,98,129,.760,34,139,173,335,56,6,101,133,464,1,,fraziti01
227,Yogi Ferrell,23,2TM,PG,46,29,1197,160,394,.406,68,176,.386,92,218,.422,.492,74,89,.831,20,91,111,172,42,9,70,90,462,0,ROY-8,ferreyo01
227,Yogi Ferrell,23,BRK,PG,10,0,151,18,49,.367,8,27,.296,10,22,.455,.449,10,16,.625,4,8,12,17,2,2,14,11,54,0,,ferreyo01
227,Yogi Ferrell,23,DAL,PG,36,29,1046,142,345,.412,60,149,.403,82,196,.418,.499,64,73,.877,16,83,99,155,40,7,56,79,408,0,,ferreyo01
228,Anthony Tolliver,31,SAC,PF,65,9,1477,155,351,.442,90,230,.391,65,121,.537,.570,61,82,.744,51,186,237,77,34,20,56,109,461,0,,tollian01
229,Mirza Teletović,31,MIL,PF,70,2,1133,156,418,.373,104,305,.341,52,113,.460,.498,35,45,.778,11,151,162,48,12,13,37,109,451,0,,teletmi01
230,Larry Nance Jr.,24,LAL,PF,63,7,1442,190,361,.526,10,36,.278,180,325,.554,.540,59,80,.738,120,249,369,96,82,39,56,149,449,0,,nancela02
231,Richard Jefferson,36,CLE,SF,79,13,1614,153,343,.446,62,186,.333,91,157,.580,.536,80,108,.741,28,175,203,78,26,10,52,153,448,0,,jefferi01
232,Timothé Luwawu-Cabarrot,21,PHI,SF,69,19,1190,145,361,.402,50,161,.311,95,200,.475,.471,105,123,.854,25,124,149,75,32,10,73,154,445,0,,luwawti01
233,Patrick Patterson,27,TOR,PF,65,8,1599,154,384,.401,94,253,.372,60,131,.458,.523,43,60,.717,62,231,293,76,40,23,38,120,445,0,,pattepa01
234,Nerlens Noel,22,2TM,C,51,19,1047,184,309,.595,0,1,.000,184,308,.597,.595,77,111,.694,93,201,294,50,65,50,51,126,445,0,,noelne01
234,Nerlens Noel,22,PHI,C,29,7,564,107,175,.611,0,1,.000,107,174,.615,.611,43,63,.683,46,98,144,30,43,26,29,71,257,0,,noelne01
234,Nerlens Noel,22,DAL,C,22,12,483,77,134,.575,0,0,,77,134,.575,.575,34,48,.708,47,103,150,20,22,24,22,55,188,0,,noelne01
235,Thabo Sefolosha,32,ATL,SF,62,42,1596,174,395,.441,41,120,.342,133,275,.484,.492,55,75,.733,54,216,270,107,96,31,58,97,444,0,,sefolth01
236,Tyler Ulis,21,PHO,PG,61,15,1123,184,437,.421,21,79,.266,163,358,.455,.445,55,71,.775,20,75,95,226,48,5,77,73,444,0,,ulisty01
237,Justin Hamilton,26,BRK,C,64,7,1177,174,379,.459,55,180,.306,119,199,.598,.532,39,52,.750,71,191,262,55,29,43,43,91,442,0,,hamilju01
238,Trey Lyles,21,UTA,PF,71,4,1158,159,439,.362,65,204,.319,94,235,.400,.436,57,79,.722,48,187,235,69,26,20,64,97,440,0,,lylestr01
239,Devin Harris,33,DAL,PG,65,0,1087,136,341,.399,58,177,.328,78,164,.476,.484,107,129,.829,11,116,127,136,43,7,57,101,437,0,,harride01
240,Bobby Portis,21,CHI,PF,64,13,1000,183,375,.488,32,96,.333,151,279,.541,.531,39,59,.661,75,221,296,35,16,11,37,94,437,0,,portibo01
241,Jerami Grant,22,2TM,PF,80,4,1531,152,328,.463,43,116,.371,109,212,.514,.529,90,147,.612,38,167,205,46,33,79,44,149,437,0,,grantje01
241,Jerami Grant,22,PHI,PF,2,0,41,6,17,.353,0,2,.000,6,15,.400,.353,4,8,.500,0,6,6,0,0,4,3,5,16,0,,grantje01
241,Jerami Grant,22,OKC,PF,78,4,1490,146,311,.469,43,114,.377,103,197,.523,.539,86,139,.619,38,161,199,46,33,75,41,144,421,0,,grantje01
242,Dante Cunningham,29,NOP,PF,66,35,1649,174,359,.485,71,181,.392,103,178,.579,.584,16,27,.593,56,221,277,37,39,28,28,100,435,0,,cunnida01
243,Mike Muscala,25,ATL,C,70,3,1237,170,337,.504,46,110,.418,124,227,.546,.573,49,64,.766,76,164,240,95,30,41,55,97,435,0,,muscami01
244,Jared Dudley,31,PHO,PF,64,7,1362,157,346,.454,77,203,.379,80,143,.559,.565,43,65,.662,31,194,225,121,42,16,73,154,434,0,,dudleja01
245,Spencer Dinwiddie,23,BRK,PG,59,18,1334,134,302,.444,38,101,.376,96,201,.478,.507,126,159,.792,27,137,164,185,44,23,66,119,432,0,,dinwisp01
246,Shelvin Mack,26,UTA,PG,55,9,1205,170,381,.446,37,120,.308,133,261,.510,.495,53,77,.688,20,105,125,154,42,3,90,100,430,0,,macksh01
247,James Ennis III,26,MEM,SF,64,28,1501,146,321,.455,51,137,.372,95,184,.516,.534,86,110,.782,69,190,259,64,46,19,59,165,429,0,,ennisja01
248,Joe Harris,25,BRK,SG,52,11,1138,154,362,.425,85,221,.385,69,141,.489,.543,35,49,.714,16,131,147,54,30,8,55,121,428,0,,harrijo01
249,Khris Middleton,25,MIL,SF,29,23,889,150,333,.450,45,104,.433,105,229,.459,.518,81,92,.880,11,112,123,99,41,7,65,79,426,0,,middlkh01
250,Zaza Pachulia,32,GSW,C,70,70,1268,164,307,.534,0,2,.000,164,305,.538,.534,98,126,.778,140,270,410,132,59,33,87,166,426,0,,pachuza01
251,Luol Deng,31,LAL,SF,56,49,1486,164,424,.387,51,165,.309,113,259,.436,.447,46,63,.730,63,232,295,74,48,20,43,61,425,0,,denglu01
252,Andrew Harrison,22,MEM,PG,72,18,1474,117,360,.325,43,156,.276,74,204,.363,.385,148,194,.763,23,113,136,198,53,21,85,194,425,0,,harrian01
253,Mindaugas Kuzminskas,27,NYK,SF,68,5,1016,158,369,.428,54,168,.321,104,201,.517,.501,55,68,.809,47,79,126,69,29,11,51,79,425,0,,kuzmimi01
254,Jason Smith,30,WAS,C,74,3,1068,174,329,.529,37,78,.474,137,251,.546,.585,35,51,.686,64,194,258,37,21,54,58,168,420,0,,smithja02
255,Leandro Barbosa,34,PHO,SG,67,0,963,172,392,.439,35,98,.357,137,294,.466,.483,40,45,.889,15,89,104,81,31,8,48,82,419,0,,barbole01
256,Glenn Robinson III,23,IND,SF,69,27,1427,158,338,.467,49,125,.392,109,213,.512,.540,54,76,.711,57,189,246,47,41,20,37,63,419,0,,robingl02
257,Danté Exum,21,UTA,PG,66,26,1228,155,363,.427,44,149,.295,111,214,.519,.488,58,73,.795,30,102,132,111,21,12,80,146,412,0,,exumda01
258,Tyreke Evans,27,2TM,SF,40,6,788,150,370,.405,42,118,.356,108,252,.429,.462,69,92,.750,13,124,137,124,35,9,61,60,411,0,,evansty01
258,Tyreke Evans,27,NOP,SF,26,0,474,91,227,.401,21,70,.300,70,157,.446,.447,45,58,.776,6,80,86,91,23,4,39,41,248,0,,evansty01
258,Tyreke Evans,27,SAC,SF,14,6,314,59,143,.413,21,48,.438,38,95,.400,.486,24,34,.706,7,44,51,33,12,5,22,19,163,0,,evansty01
259,Terry Rozier,22,BOS,PG,74,0,1263,151,411,.367,57,179,.318,94,232,.405,.437,51,66,.773,40,187,227,131,46,11,47,69,410,0,,roziete01
260,Álex Abrines,23,OKC,SG,68,6,1055,134,341,.393,94,247,.381,40,94,.426,.531,44,49,.898,18,68,86,40,37,8,33,114,406,0,,abrinal01
261,Nemanja Bjelica,28,MIN,PF,65,1,1190,151,356,.424,56,177,.316,95,179,.531,.503,45,61,.738,57,187,244,79,40,20,59,154,403,0,,bjeline01
262,Meyers Leonard,24,POR,PF,74,12,1222,146,378,.386,74,213,.347,72,165,.436,.484,35,40,.875,27,210,237,71,13,28,35,172,401,0,,leoname01
263,Timofey Mozgov,30,LAL,C,54,52,1104,169,328,.515,0,1,.000,169,327,.517,.515,63,78,.808,104,160,264,43,16,31,72,133,401,0,,mozgoti01
264,Tyson Chandler,34,PHO,C,47,46,1298,153,228,.671,0,0,,153,228,.671,.671,91,124,.734,153,386,539,30,33,24,65,126,397,0,,chandty01
265,John Henson,26,MIL,C,58,39,1123,159,309,.515,0,1,.000,159,308,.516,.515,74,107,.692,92,203,295,57,29,78,52,151,392,0,,hensojo01
266,Malcolm Delaney,27,ATL,PG,73,2,1248,145,388,.374,26,110,.236,119,278,.428,.407,75,93,.806,10,113,123,193,39,1,95,112,391,0,,delanma01
267,Shaun Livingston,31,GSW,PG,76,3,1345,173,316,.547,1,3,.333,172,313,.550,.549,42,60,.700,28,123,151,139,38,20,62,120,389,0,,livinsh01
268,Dewayne Dedmon,27,SAS,C,76,37,1330,161,259,.622,0,0,,161,259,.622,.622,65,93,.699,129,367,496,44,37,61,61,180,387,0,,dedmode01
269,Tarik Black,25,LAL,C,67,16,1091,150,294,.510,1,2,.500,149,292,.510,.512,82,109,.752,144,199,343,39,29,44,58,173,383,0,,blackta01
270,J.J. Barea,32,DAL,PG,35,6,771,142,343,.414,53,148,.358,89,195,.456,.491,44,51,.863,9,75,84,193,14,1,63,30,381,0,,bareajo01
271,Joffrey Lauvergne,25,2TM,C,70,1,980,148,336,.440,33,98,.337,115,238,.483,.490,46,73,.630,72,179,251,70,25,6,56,83,375,0,,lauvejo01
271,Joffrey Lauvergne,25,OKC,PF,50,0,739,111,244,.455,27,78,.346,84,166,.506,.510,37,58,.638,51,132,183,51,18,6,40,71,286,0,,lauvejo01
271,Joffrey Lauvergne,25,CHI,C,20,1,241,37,92,.402,6,20,.300,31,72,.431,.435,9,15,.600,21,47,68,19,7,0,16,12,89,0,,lauvejo01
272,Willie Reed,26,MIA,C,71,5,1031,162,285,.568,1,4,.250,161,281,.573,.570,49,88,.557,129,203,332,26,18,47,31,137,374,0,,reedwi02
273,Corey Brewer,30,2TM,SF,82,11,1281,147,348,.422,27,118,.229,120,230,.522,.461,50,68,.735,32,134,166,97,61,20,55,133,371,0,,breweco01
