Team,Pos,Age,G,GS,MP,WS,WS/48,BPM,VORP,LEBRON,O-LEBRON,D-LEBRON,WAR,Season_End_Year,All_NBA_Target
MIN,SG,21.0,79.0,79.0,2842.0,3.8,0.064,1.0,2.1,0.7976410263976482,0.7894920043875573,0.0081490220100908,5.810686136989061,2023,0
2TM,SF,22.0,36.0,4.0,385.0,0.4,0.048,-3.9,-0.2,-0.6957278254415079,-0.8783668503669821,0.1826390249254742,0.4253589986900661,2023,0
PHI,C,28.0,66.0,66.0,2284.0,12.3,0.259,9.2,6.4,5.501306660497127,3.720372960086888,1.7809337004102392,11.175204157852358,2023,3
POR,C,25.0,78.0,28.0,1584.0,4.4,0.134,0.1,0.8,-0.1204243319042282,-0.664538725815804,0.5441143939115758,2.321156255168132,2023,0
2TM,C,24.0,39.0,4.0,405.0,0.9,0.109,-2.0,0.0,0.8332868164057867,-1.1786984788104635,2.0119852952162502,0.8375379835026382,2023,0
2TM,PF,29.0,66.0,66.0,2009.0,2.1,0.051,-2.0,0.0,0.3135793644274534,-0.133871923218001,0.4474512876454544,3.4945777346045097,2023,0
TOR,PG,24.0,53.0,2.0,691.0,0.5,0.034,-4.1,-0.4,-1.482949090114375,-0.5410074094968941,-0.9419416806174808,0.419936095464244,2023,0
UTA,SF,27.0,52.0,6.0,766.0,-0.1,-0.004,-5.2,-0.6,-3.116935445132222,-1.340497801850895,-1.776437643281327,-0.3087688870860469,2023,0
MIN,SG,29.0,25.0,0.0,268.0,0.0,0.0,-6.3,-0.3,-2.848214070031327,-1.1128258342211106,-1.7353882358102168,-0.0639785653648313,2023,0
ATL,SG,24.0,23.0,3.0,277.0,-0.1,-0.011,-5.1,-0.2,-2.94462850410057,-2.6402263498578904,-0.3044021542426796,-0.0825367653416151,2023,0
NYK,SG,30.0,27.0,7.0,459.0,0.1,0.01,-4.0,-0.2,-1.2050117114816516,-0.5907905836498712,-0.6142211278317804,0.3587829296767497,2023,0
SAC,PG,25.0,73.0,73.0,2435.0,7.4,0.146,2.5,2.7,2.2829072166710995,2.742238454103397,-0.4593312374322981,7.242114259110973,2023,1
ORL,PG,24.0,60.0,60.0,1778.0,3.7,0.1,0.5,1.2,0.0669810298554344,-0.5591091792066193,0.6260902090620537,2.81629775464958,2023,0
LAL,C,25.0,68.0,2.0,1024.0,2.8,0.132,-2.2,-0.1,-0.418383711131137,-1.1249213356433394,0.7065376245122024,1.3079631484852443,2023,0
WAS,C,24.0,78.0,47.0,1604.0,6.1,0.184,1.0,1.2,-0.4944093389664804,-0.8576624419174148,0.3632531029509344,1.9725913107085224,2023,0
CLE,PG,23.0,69.0,69.0,2447.0,7.6,0.148,2.4,2.7,2.511597033734512,2.345613782346789,0.1659832513877224,7.624022243101927,2023,0
HOU,C,20.0,75.0,1.0,970.0,1.8,0.091,-1.4,0.2,-1.3500132686412214,-2.007322249356285,0.6573089807150634,0.6705031799448017,2023,0
UTA,PF,36.0,56.0,0.0,816.0,0.3,0.018,-4.0,-0.4,-1.8681440562203748,-1.8790287360273168,0.010884679806942,0.2994907064332872,2023,0
LAC,SF,32.0,56.0,56.0,1939.0,4.6,0.114,2.8,2.3,2.6010919118666607,1.693539486795253,0.907552425071408,6.147455125123591,2023,0
OKC,PF,20.0,76.0,76.0,2367.0,4.0,0.081,1.2,1.9,-0.393349984300089,-0.0361589304096703,-0.3571910538904186,3.0617168924320404,2023,0
OKC,PG,24.0,68.0,68.0,2416.0,11.4,0.226,7.3,5.6,4.0097595866892295,3.4436327679855108,0.5661268187037183,9.724162732242986,2023,3
WAS,PF,30.0,59.0,8.0,624.0,1.3,0.101,-3.3,-0.2,-1.1347059526174164,-0.7329522381166818,-0.4017537145007347,0.516098166599192,2023,0
MIN,C,30.0,70.0,70.0,2148.0,7.8,0.174,0.7,1.4,1.0177251993384544,-0.8104539195191411,1.8281791188575955,4.69102180861798,2023,0
WAS,PG,24.0,62.0,7.0,1106.0,2.2,0.097,0.7,0.8,0.357178905869431,-0.7328842510712217,1.0900631569406527,1.9532144388567587,2023,0
DEN,PF,27.0,68.0,68.0,2055.0,6.8,0.158,2.1,2.1,2.1744419161567548,1.7634018539832388,0.4110400621735159,5.973481401146096,2023,0
2TM,SG,34.0,69.0,58.0,1965.0,2.3,0.056,-1.9,0.1,-1.6684491571858884,-0.9087935744577011,-0.7596555827281872,0.9666931129520144,2023,0
2TM,PG,27.0,73.0,8.0,1338.0,2.5,0.091,-0.1,0.6,-0.0226225000047803,0.3201780313566861,-0.3428005313614664,2.0442253560079284,2023,0
POR,PF,28.0,63.0,63.0,2246.0,4.1,0.087,-0.2,1.0,-1.4039763450015947,-0.2158041266239749,-1.1881722183776198,1.4762114937447004,2023,0
GSW,PF,32.0,73.0,73.0,2297.0,4.7,0.098,0.8,1.6,1.1870118345507097,-1.843500479849833,3.030512314400543,5.2607349522706,2023,0
CHI,SF,29.0,32.0,1.0,480.0,1.4,0.142,1.4,0.4,-0.0953209054539878,-1.3993442035369934,1.3040232980830055,0.7114840631634154,2023,0
HOU,SG,20.0,76.0,76.0,2602.0,1.8,0.034,-2.1,0.0,-2.377017497497101,-0.0626679207073084,-2.3143495767897924,0.1332156913452262,2023,0
DEN,PF,36.0,56.0,4.0,1091.0,1.7,0.074,-3.4,-0.4,-2.324267783847928,-1.167665336104163,-1.1566024477437655,0.0914682407789955,2023,0
DAL,SG,22.0,60.0,21.0,1539.0,2.6,0.082,-2.4,-0.2,-1.1303180967394963,-1.0969833550465635,-0.0333347416929329,1.2762606388664903,2023,0
BOS,C,33.0,41.0,16.0,569.0,1.8,0.153,0.1,0.3,0.1937108372283745,-0.911838689500491,1.1055495267288655,0.94662664214733,2023,0
NYK,SG,22.0,71.0,66.0,2121.0,4.8,0.108,-0.1,1.0,0.2521796290140076,-0.0521932401101269,0.3043728691241346,3.607425392415538,2023,0
2TM,PF,24.0,63.0,9.0,1466.0,1.8,0.06,-2.2,-0.1,-2.138709568645649,-1.27300621351817,-0.8657033551274793,0.2915707236831133,2023,0
IND,PG,22.0,56.0,56.0,1883.0,7.6,0.195,7.2,4.4,2.999765987866582,3.470023419015004,-0.4702574311484219,6.430680119043664,2023,0
2TM,SG,21.0,47.0,3.0,750.0,0.7,0.042,-2.9,-0.2,-2.4736923961001693,-1.1450949462164943,-1.328597449883675,-0.0064090976738322,2023,0
DAL,SF,30.0,71.0,45.0,2152.0,2.3,0.051,-1.8,0.1,-0.721416262456918,-0.135485444456572,-0.585930818000346,2.338438456786476,2023,0
PHI,PG,33.0,58.0,58.0,2135.0,8.4,0.188,5.4,4.0,3.479878724110084,3.5099492187013603,-0.030070494591276,7.914258557022978,2023,0
DAL,SG,20.0,48.0,5.0,708.0,0.7,0.048,-2.3,0.0,-1.3733389400690892,0.4860865714148101,-1.8594255114838991,0.4793156318730256,2023,0
PHI,C,29.0,57.0,7.0,681.0,2.2,0.153,-1.3,0.1,-0.5638949631987382,-0.0651759356192172,-0.4987190275795211,0.807543885364823,2023,0
ORL,SG,28.0,48.0,42.0,1184.0,2.3,0.095,-0.7,0.4,-0.8416538644673115,-1.3708079293425948,0.5291540648752833,1.1970985188342398,2023,0
BRK,SF,31.0,74.0,33.0,1527.0,2.6,0.083,-1.1,0.3,-1.4991742875089875,-0.4422805458730893,-1.056893741635898,0.9128868038143022,2023,0
ORL,SG,25.0,34.0,0.0,457.0,0.6,0.065,-3.6,-0.2,-1.598036624651818,-1.7874986477799242,0.1894620231281062,0.244870220834733,2023,0
PHI,SF,30.0,74.0,74.0,2436.0,5.9,0.116,0.7,1.7,0.0870441581556194,0.1733867086874116,-0.0863425505317921,3.88918283298906,2023,0
NYK,C,24.0,82.0,8.0,1626.0,4.6,0.136,-0.3,0.7,0.744649563680208,-1.0388432760255664,1.7834928397057743,3.275294338143672,2023,0
2TM,SF,27.0,76.0,52.0,2454.0,6.0,0.118,0.9,1.8,0.3949629007644649,-0.2863334869026329,0.6812963876670979,4.395238007359459,2023,0
BOS,SF,25.0,80.0,8.0,1290.0,3.4,0.128,1.0,1.0,-0.1361882451358007,-0.0684336981695437,-0.0677545469662569,1.8776417526350528,2023,0
NOP,C,22.0,47.0,2.0,610.0,1.5,0.118,-1.2,0.1,-0.3322862056384355,-1.3456667710119083,1.0133805653734729,0.8124634545257857,2023,0
DET,PG,21.0,76.0,56.0,2154.0,-0.5,-0.012,-3.8,-1.0,-2.7460895442550166,-1.9218346855061736,-0.824254858748843,-0.3797027253562,2023,0
CHO,SF,32.0,50.0,50.0,1577.0,2.0,0.059,-1.4,0.2,-1.2950554875799136,-1.261588861863528,-0.0334666257163855,1.1443521210370358,2023,0
MIA,SG,23.0,67.0,67.0,2337.0,3.5,0.072,0.6,1.6,0.9870661401700636,0.4987720498067676,0.4882940903632961,5.054311107481545,2023,0
IND,SF,30.0,80.0,73.0,2482.0,4.4,0.085,1.9,2.4,-0.6882466355974373,0.5336229792969296,-1.2218696148943669,2.74851859976785,2023,0
MIA,PF,26.0,54.0,11.0,969.0,0.9,0.046,-3.1,-0.3,-1.7651304486415167,-2.1607152961209644,0.3955848474794477,0.4182375668754215,2023,0
2TM,SG,36.0,46.0,1.0,834.0,1.9,0.107,-1.5,0.1,-1.573788670933895,-1.2806858461934274,-0.2931028247404676,0.4591980378786147,2023,0
ATL,PG,26.0,63.0,6.0,845.0,0.9,0.053,-2.0,0.0,-0.9872077970625328,-1.015452317924236,0.0282445208617032,0.7768842767750552,2023,0
MIL,PG,32.0,67.0,65.0,2183.0,6.7,0.148,3.1,2.8,2.6449329876158947,2.238394885314908,0.4065381023009871,6.978801458332339,2023,0
2TM,SF,33.0,46.0,2.0,706.0,0.1,0.008,-3.9,-0.3,-2.81218288528894,-1.7602452739441827,-1.051937611344757,-0.153137954176005,2023,0
BOS,C,36.0,63.0,63.0,1922.0,6.3,0.157,3.3,2.5,0.3971283254020693,-0.6025179072023887,0.999646232604458,3.4439290583389006,2023,0
UTA,SG,22.0,65.0,20.0,1313.0,0.8,0.029,-1.6,0.2,-0.8804122319011014,-0.1948920128073657,-0.6855202190937356,1.295302676513242,2023,0
PHI,SF,29.0,56.0,5.0,807.0,1.3,0.075,-3.0,-0.2,-2.0702900214678213,-1.5244093719029737,-0.5458806495648477,0.1947692625363049,2023,0
ORL,SF,20.0,51.0,4.0,812.0,0.7,0.039,-4.0,-0.4,-2.6874285528296817,-2.027004330444953,-0.6604242223847283,-0.1139152696351803,2023,0
SAC,SG,24.0,75.0,75.0,2203.0,4.9,0.107,1.0,1.7,0.5311276973798177,0.5059152232045928,0.0252124741752248,4.134603276739871,2023,0
ATL,SF,25.0,67.0,67.0,2126.0,2.5,0.057,-3.3,-0.7,-1.51966549584438,-0.9715496660147972,-0.5481158298295831,1.2433688097511344,2023,0
2TM,PG,22.0,56.0,1.0,1085.0,1.4,0.062,-0.8,0.3,-0.3482780508921988,1.0464171940672329,-1.3946952449594314,1.4348744455875806,2023,0
MIL,SF,35.0,46.0,0.0,1044.0,2.3,0.107,-0.7,0.3,-1.2463594271429144,-0.9597950967049428,-0.2865643304379716,0.7892668344749957,2023,0
NOP,SF,25.0,45.0,45.0,1538.0,3.5,0.108,1.7,1.5,0.6992956121603233,1.340272000459667,-0.6409763882993438,3.05016495597015,2023,0
2TM,SG,30.0,60.0,60.0,2241.0,7.4,0.159,4.1,3.5,1.878328982565045,2.990750956566203,-1.1124219740011576,6.099560938524546,2023,0
DET,SG,20.0,74.0,73.0,2304.0,0.0,-0.001,-3.3,-0.7,-3.280805750166392,-1.2886680564434347,-1.992137693722957,-1.158928416615674,2023,0
IND,C,21.0,63.0,12.0,1042.0,2.7,0.124,-0.8,0.3,-0.1584315794283002,-1.0403618737407936,0.8819302943124934,1.5026741962065016,2023,0
MEM,C,23.0,63.0,63.0,1787.0,6.6,0.177,2.8,2.2,3.2948877323987302,1.1250025378256026,2.169885194573128,6.425641328219855,2023,0
2TM,PG,32.0,68.0,40.0,1657.0,0.6,0.018,-3.9,-0.8,-0.5816260344528411,-0.4161255729071335,-0.1655004615457076,1.946231934299281,2023,0
GSW,SG,25.0,45.0,2.0,816.0,2.1,0.124,-0.8,0.3,-0.96063384923396,-0.832332935284112,-0.1283009139498479,0.7632835004884857,2023,0
OKC,SG,23.0,73.0,10.0,1395.0,3.8,0.131,0.9,1.0,0.6948890713707927,1.074854905298536,-0.3799658339277432,2.7628013404849363,2023,0
2TM,PF,26.0,42.0,41.0,1199.0,3.5,0.142,2.6,1.4,1.1974725523609502,1.1517760653219855,0.0456964870389643,2.7551061460491826,2023,0
ATL,SF,21.0,70.0,6.0,1042.0,2.1,0.099,0.3,0.6,0.0652473603033321,-0.6208324992790799,0.686079859582412,1.648575190957262,2023,0
SAS,SF,23.0,63.0,63.0,2063.0,1.3,0.03,-1.8,0.1,-0.6170488377032064,0.5784549818130427,-1.195503819516249,2.377606150727377,2023,0
POR,SG,20.0,40.0,0.0,416.0,-0.5,-0.057,-5.4,-0.4,-1.841876367226238,-0.8166853096320466,-1.0251910575941914,0.1596747313651232,2023,0
SAS,SF,26.0,30.0,0.0,469.0,0.7,0.076,-1.0,0.1,-1.3179581984448134,-1.1507454230919114,-0.1672127753529019,0.3339600673118481,2023,0
DEN,C,27.0,69.0,69.0,2323.0,14.9,0.308,13.0,8.8,6.728169364094351,4.953999385109262,1.7741699789850878,12.93890214892132,2023,2
2TM,C,27.0,41.0,1.0,477.0,1.2,0.119,-1.7,0.0,-2.240481411417487,-2.1972004275083377,-0.0432809839091494,0.0647907630506527,2023,0
CHI,PF,25.0,64.0,0.0,893.0,2.4,0.131,-0.4,0.3,-0.4971773192239359,-0.8682975904509429,0.3711202712270069,1.0969383302587978,2023,0
NOP,PF,24.0,66.0,66.0,1951.0,4.2,0.104,-0.3,0.8,0.8869898367526341,-0.8765017610874977,1.7634915978401318,4.098390380378223,2023,0
CHO,C,22.0,46.0,0.0,550.0,0.7,0.062,-4.0,-0.3,-2.1470492206682086,-2.844124855042796,0.6970756343745869,0.1064560013646407,2023,0
SAS,PG,23.0,68.0,65.0,1984.0,3.4,0.082,-1.0,0.5,0.5410490055055004,0.601125880127591,-0.0600768746220906,3.735541621598113,2023,0
MEM,PG,26.0,80.0,22.0,1940.0,5.7,0.141,1.6,1.7,-0.6994983193398968,0.5813037728030478,-1.2808020921429446,2.134076734244531,2023,0
DET,PG,31.0,62.0,2.0,1227.0,1.8,0.07,-1.5,0.2,-1.4631551266816183,-0.176146014871145,-1.2870091118104734,0.7613492291557652,2023,0
MIA,PF,19.0,15.0,8.0,204.0,0.2,0.053,-3.4,-0.1,-0.7544336179264234,-1.1485624552162288,0.3941288372898054,0.2178266236196404,2023,0
UTA,SG,21.0,18.0,0.0,232.0,-0.2,-0.032,-6.5,-0.3,-1.6444072915463104,-0.9427915968800976,-0.7016156946662127,0.1177236224979215,2023,0
2TM,SG,26.0,59.0,14.0,1315.0,3.4,0.124,0.5,0.8,-1.8569352970155544,-0.7571443396205683,-1.099790957394986,0.4921328244978264,2023,0
UTA,C,21.0,74.0,40.0,1703.0,7.1,0.2,2.9,2.1,1.942018671025812,-0.1541561795063609,2.0961748505321727,4.704908285946192,2023,0
WAS,SF,23.0,74.0,45.0,2093.0,3.8,0.088,-1.5,0.2,-2.381451689078201,-1.3449927456695734,-1.0364589434086278,0.1014201992302941,2023,0
DAL,PF,31.0,37.0,5.0,930.0,1.3,0.067,-2.2,0.0,-2.202466841948925,-2.4300307284123064,0.2275638864633807,0.1481161047609651,2023,0
TOR,C,22.0,58.0,19.0,802.0,1.7,0.104,-3.5,-0.3,0.0537183245990424,-1.7801622343534698,1.833880558952512,1.263406204177845,2023,0
MEM,SF,26.0,72.0,23.0,1494.0,3.5,0.111,0.5,0.9,-0.2044172818443279,-0.848743252740424,0.644325970896096,2.110070405234774,2023,0
BOS,C,27.0,69.0,0.0,804.0,3.3,0.198,1.0,0.6,-0.5173878127284844,-1.1451360851627848,0.6277482724343003,0.9771811858934564,2023,0
GSW,PF,20.0,67.0,16.0,1394.0,2.4,0.084,-1.7,0.1,-1.9739451606107656,-1.8790311832725377,-0.094913977338228,0.420156752382196,2023,0
WAS,PF,27.0,64.0,64.0,2239.0,0.9,0.019,-1.7,0.2,-0.97164648501228,-0.5946481009189506,-0.3769983840933293,2.079679708868366,2023,0
GSW,SF,25.0,62.0,4.0,1195.0,2.4,0.096,-1.1,0.3,-1.3042532300768517,-1.68744210849238,0.3831888784155282,0.8603208233494222,2023,0
PHO,C,27.0,69.0,4.0,979.0,2.7,0.132,-1.1,0.2,0.4862274808671267,-0.1364671899887383,0.622694670855865,1.8090585946316389,2023,0
SAS,SG,23.0,43.0,21.0,844.0,0.5,0.029,-4.2,-0.5,-2.186744971711466,-1.5456982192133009,-0.6410467524981652,0.1427323147144479,2023,0
PHO,SG,30.0,74.0,5.0,1506.0,2.6,0.081,-1.7,0.1,-0.8456845327042838,-0.984334402620734,0.1386498699164503,1.5184845748889328,2023,0
2TM,PG,23.0,25.0,1.0,373.0,0.7,0.088,-1.8,0.0,0.0541205347825569,-0.2765080545108574,0.3306285892934143,0.5886270234990608,2023,0
LAC,SF,31.0,52.0,50.0,1748.0,7.1,0.194,6.1,3.5,4.462078971444944,3.970952750714489,0.4911262207304553,7.501435274858874,2023,0
POR,PG,32.0,58.0,58.0,2107.0,9.0,0.205,7.1,4.9,3.807132029972351,6.268819878971812,-2.46168784899946,8.22357905133133,2023,1
POR,SF,22.0,54.0,4.0,976.0,0.7,0.032,-3.0,-0.3,-1.9826729972573445,-1.1095030966454449,-0.8731699006118996,0.2887781677871146,2023,0
DET,PF,24.0,52.0,22.0,1199.0,1.0,0.041,-2.4,-0.1,-2.7453360965954494,-2.3361714585821995,-0.4091646380132498,-0.2107846331417494,2023,0
GSW,C,26.0,82.0,70.0,1958.0,8.7,0.212,2.1,2.0,1.275276626379835,0.126123558053305,1.14915306832653,4.590916869958723,2023,0
MIL,C,34.0,78.0,78.0,2373.0,8.0,0.161,2.1,2.5,2.528751094101449,0.2595921098854915,2.2691589842159576,7.416523348736387,2023,0
2TM,PF,34.0,62.0,20.0,1240.0,2.6,0.099,0.6,0.8,1.0169853714254096,-0.0957266041914162,1.1127119756168258,2.7059218877368525,2023,0
MIA,PG,36.0,55.0,44.0,1718.0,3.4,0.096,0.2,0.9,1.0878437607270663,0.2270192331520373,0.860824527575029,3.826223651890387,2023,0
SAC,PF,27.0,74.0,0.0,1247.0,2.6,0.098,-1.0,0.3,-0.0272641645428882,-0.1750400367442744,0.1477758722013861,1.901298480160268,2023,0
2TM,C,23.0,43.0,7.0,660.0,0.9,0.063,-2.4,-0.1,-0.4626461014140015,0.0542034835730791,-0.5168495849870807,0.8257498909799496,2023,0
LAC,SG,26.0,81.0,36.0,1872.0,4.3,0.111,-0.2,0.8,0.1675740880628992,0.4061789306145076,-0.2386048425516084,3.083935819956903,2023,0
OKC,PG,21.0,67.0,5.0,1183.0,0.5,0.021,-3.9,-0.6,-2.108973164371092,-1.1049220587147168,-1.0040511056563752,0.25720356906106,2023,0
UTA,PF,25.0,66.0,66.0,2273.0,8.2,0.173,3.8,3.3,2.389196671090187,3.099413116636681,-0.7102164455464939,6.907911715632891,2023,0
NOP,SF,25.0,77.0,21.0,1792.0,2.5,0.068,-1.9,0.1,-1.075022729687049,-0.6351716871591093,-0.4398510425279396,1.5480966006965795,2023,0
MIA,SF,27.0,71.0,49.0,2077.0,3.7,0.086,-1.2,0.4,-0.2939358341460367,-1.7264254472481555,1.4324896131021188,2.8174787601891738,2023,0
2TM,SG,26.0,54.0,0.0,686.0,1.0,0.067,-2.4,-0.1,-1.2581022299878053,-0.9514349836202454,-0.30666724636756,0.513930484282673,2023,0
IND,SG,20.0,78.0,17.0,2222.0,1.8,0.038,-3.7,-1.0,-2.520918038059645,-0.2947246562212526,-2.2261933818383923,-0.0837756717322302,2023,0
MIL,SF,36.0,52.0,0.0,820.0,1.2,0.073,-2.7,-0.1,-1.7885884915288337,-1.327818957208481,-0.4607695343203526,0.3420079799389706,2023,0
PHI,SG,22.0,60.0,41.0,2016.0,5.4,0.128,0.6,1.3,0.2503732730260291,1.3622587282513374,-1.1118854552253084,3.426252563851651,2023,0
PHI,SG,24.0,77.0,58.0,2150.0,4.2,0.095,0.9,1.6,-0.1975217479899896,-0.7192991716270752,0.5217774236370856,3.046268700392797,2023,0
SAC,PF,25.0,66.0,0.0,689.0,2.1,0.143,-0.1,0.3,0.4292688825532458,-0.4554200041214075,0.8846888866746534,1.2488066504423252,2023,0
MIL,SF,31.0,33.0,19.0,801.0,1.9,0.117,0.8,0.6,0.5863267086427152,1.2612951409767053,-0.6749684323339901,1.530910616246069,2023,0
BRK,PG,34.0,40.0,2.0,567.0,0.4,0.035,-3.1,-0.2,-2.4299451111768846,-0.3162081186102867,-2.1137369925665976,0.0104669284233657,2023,0
PHI,SG,26.0,76.0,11.0,1567.0,2.9,0.087,-2.0,0.0,-1.0508038172865573,0.1657975487081917,-1.216601365994749,1.377900430092761,2023,0
SAC,PG,24.0,80.0,9.0,1447.0,1.5,0.05,-2.8,-0.3,-0.7365464924111704,-0.9031334553732874,0.1665869629621169,1.5582685385941764,2023,0
CLE,SG,26.0,68.0,68.0,2432.0,8.9,0.176,6.3,5.0,3.2621618928189164,3.200188546832589,0.0619733459863277,8.695415264802715,2023,2
CLE,PF,21.0,79.0,79.0,2715.0,8.5,0.151,1.7,2.5,2.7291539442400223,-0.0416759192220718,2.7708298634620943,8.822338582038844,2023,0
SAC,SG,24.0,77.0,0.0,1719.0,3.2,0.091,0.3,1.0,-0.8512077766001811,0.2946712783094085,-1.1458790549095896,1.7275561551255745,2023,0
GSW,SG,20.0,63.0,3.0,817.0,1.3,0.076,-2.6,-0.1,-1.7371184724686988,-1.1077003854581946,-0.6294180870105042,0.3668658740793484,2023,0
MEM,PG,23.0,61.0,59.0,1948.0,6.0,0.148,5.7,3.8,3.494682650722163,4.141536781566407,-0.6468541308442437,7.239742071089384,2023,0
2TM,PF,33.0,35.0,2.0,355.0,0.4,0.059,-2.7,-0.1,-1.4637016522331274,-1.079912289989241,-0.3837893622438863,0.2201405846888862,2023,0
ATL,SG,26.0,74.0,74.0,2693.0,4.7,0.084,1.0,2.1,0.9444025789418472,0.7574580111972724,0.1869445677445746,5.756436939106397,2023,0
DEN,PG,25.0,65.0,65.0,2133.0,5.1,0.116,1.3,1.8,1.0578562779859808,1.930501534580275,-0.8726452565942941,4.711856616539383,2023,0
SAC,SF,22.0,80.0,78.0,2382.0,4.3,0.087,-0.6,0.8,0.0048787060742581,-0.156479116895842,0.1613578229701001,3.6792007345046014,2023,0
2TM,C,31.0,63.0,9.0,945.0,2.5,0.128,-0.4,0.4,0.0258869753692663,0.0212989354258595,0.0045880399434067,1.4722937596239996,2023,0
2TM,SF,25.0,32.0,8.0,468.0,0.8,0.081,-0.1,0.2,-0.5338527567184433,0.3339535799977565,-0.8678063367161999,0.5636566668628176,2023,0
NOP,C,30.0,65.0,1.0,1381.0,4.9,0.171,2.0,1.4,0.8589232003897895,-1.0895748890976051,1.948498089487395,2.876872945782221,2023,0
IND,SG,23.0,75.0,63.0,2073.0,1.2,0.029,-3.2,-0.6,-2.2264304117042792,-1.1050053598223517,-1.1214250518819275,0.2995089802382531,2023,0
IND,SF,23.0,73.0,60.0,1816.0,2.0,0.052,-3.0,-0.4,-0.8806347160813103,-1.1163429828800877,0.2357082667987772,1.7913119023931454,2023,0
CLE,PG,30.0,48.0,1.0,505.0,1.5,0.142,-0.2,0.2,-1.7540020518903774,-1.3333911692463976,-0.4206108826439798,0.2215025065204764,2023,0
PHI,PF,29.0,78.0,1.0,1512.0,2.5,0.078,-1.4,0.2,-2.099283408663808,-0.7457976806441287,-1.3534857280196793,0.3377018273181684,2023,0
HOU,PG,20.0,57.0,7.0,914.0,-1.2,-0.062,-6.5,-1.0,-2.022012164831984,-2.2736215996421327,0.2516094348101492,0.2481392055169825,2023,0
DEN,PF,22.0,53.0,5.0,728.0,1.6,0.106,-3.7,-0.3,-2.8163127301248565,-2.1258446478393376,-0.6904680822855189,-0.1596807243863922,2023,0
MIN,SG,23.0,65.0,2.0,1252.0,1.2,0.046,-2.5,-0.2,-1.6242256281998833,-0.26263920821144,-1.361586419988443,0.6502943263993411,2023,0
DAL,SG,24.0,47.0,5.0,607.0,-0.1,-0.01,-6.7,-0.7,-1.73034467005986,-1.6688681088417272,-0.0614765612181328,0.2753040255402748,2023,0
2TM,SG,27.0,70.0,2.0,964.0,0.2,0.008,-3.5,-0.4,-2.957934920112023,-1.192712366183448,-1.765222553928575,-0.2949592090846722,2023,0
POR,C,28.0,52.0,52.0,1391.0,2.7,0.092,0.1,0.7,0.2524203654101122,-0.9676532470047448,1.220073612414857,2.366939441256421,2023,0
2TM,SF,24.0,62.0,14.0,1188.0,1.5,0.06,-2.1,0.0,-2.0721979954866416,-0.9938778459958418,-1.0783201494908,0.2853822340572895,2023,0
ORL,SF,24.0,27.0,8.0,518.0,0.7,0.061,-1.6,0.1,-1.605988954396927,-1.261770266654168,-0.3442186877427589,0.2750092095770798,2023,0
PHO,SG,24.0,72.0,26.0,1350.0,2.8,0.101,-0.2,0.6,0.4099882251540644,-0.1163627529810208,0.5263509781350852,2.4315186848337698,2023,0
ATL,C,22.0,80.0,18.0,1849.0,7.1,0.185,0.8,1.3,0.1191018550880706,-0.6596411815879967,0.7787430366760673,2.988927120753893,2023,0
CLE,SF,22.0,76.0,46.0,1652.0,4.2,0.122,-0.3,0.7,-0.1930206318267922,-1.1852837047760925,0.9922630729493004,2.3461403581368567,2023,0
MIA,SG,30.0,42.0,2.0,1106.0,0.6,0.024,-2.1,0.0,-0.1907406097623606,-0.9182398921257452,0.7274992823633845,1.5713325364676762,2023,0
UTA,C,31.0,68.0,68.0,1942.0,4.3,0.106,0.4,1.2,-0.173115609443121,-0.4804022516139269,0.3072866421708059,2.781218282766229,2023,0
2TM,SF,25.0,40.0,6.0,645.0,0.6,0.042,-4.4,-0.4,-0.730796548412757,-0.5469514549982073,-0.1838450934145496,0.6974250600576797,2023,0
BRK,SF,29.0,76.0,53.0,2409.0,2.9,0.057,-1.1,0.5,-1.2505718015316458,-0.9682565297466424,-0.2823152717850035,1.8154549817510988,2023,0
CLE,SF,27.0,77.0,2.0,1548.0,3.3,0.103,-0.7,0.5,-0.2364950801632748,0.0474537535041695,-0.2839488336674444,2.1559404562135183,2023,0
CHO,SF,27.0,48.0,40.0,1548.0,1.7,0.051,-1.1,0.3,0.0833073612446202,0.3669959528261703,-0.28368859158155,2.467173577947944,2023,0
PHO,PG,37.0,59.0,59.0,1889.0,6.2,0.156,3.2,2.5,2.681225863732513,2.122143761538553,0.5590821021939605,6.080923957983181,2023,0
PHO,PG,28.0,48.0,15.0,968.0,1.1,0.053,-1.2,0.2,-0.3408746666242438,0.4229782485425747,-0.7638529151668185,1.2845702588964396,2023,0
2TM,C,32.0,79.0,60.0,2054.0,7.9,0.185,2.2,2.2,1.2879475138328185,0.2238335959100429,1.0641139179227754,4.831249974304982,2023,0
2TM,C,27.0,72.0,71.0,1906.0,6.0,0.15,1.9,1.9,2.7159297392098507,0.04016042449829,2.6757693147115607,6.178319343331896,2023,0
OKC,PF,21.0,34.0,25.0,701.0,1.0,0.066,0.0,0.3,-0.8592238662628481,-1.673879592734299,0.8146557264714512,0.7011300873613645,2023,0
GSW,PG,23.0,82.0,43.0,2458.0,3.2,0.063,-1.9,0.1,-1.6492062068673887,-0.3794831235025129,-1.2697230833648758,1.2386374153165336,2023,0
HOU,PG,22.0,59.0,59.0,2024.0,2.9,0.068,0.6,1.3,-1.1039899964454407,0.2082086431999777,-1.3121986396454184,1.7116263410146308,2023,0
