Team,Pos,Age,G,GS,MP,WS,WS/48,BPM,VORP,LEBRON,O-LEBRON,D-LEBRON,WAR,Season_End_Year,All_NBA_Target
SAC,SG,27.0,61.0,28.0,1766.0,3.1,0.084,0.6,1.2,1.17341853948387,1.150678577705368,0.0227399617785019,4.076673348825073,2020,0
UTA,SF,30.0,63.0,63.0,2083.0,4.2,0.096,0.1,1.1,-0.3376915278924342,1.0416256700231306,-1.3793171979155647,2.750549491744621,2020,0
WAS,SF,20.0,66.0,49.0,1250.0,1.8,0.068,-2.8,-0.3,0.6637721345830361,-1.5424765831322973,2.206248717715334,2.4692146402606308,2020,0
PHO,SG,23.0,70.0,70.0,2512.0,7.5,0.143,2.2,2.6,1.7861901191567249,3.182567518800606,-1.3963773996438813,6.797638980424985,2020,0
TOR,C,27.0,62.0,0.0,819.0,3.8,0.224,2.0,0.8,1.875511367054468,1.4791097886615092,0.3964015783929586,2.2625642314852983,2020,0
GSW,PG,22.0,45.0,12.0,1015.0,-0.1,-0.003,-4.3,-0.6,-2.6927900259196247,-3.05664403764962,0.3638540117299954,-0.208028154810969,2020,0
LAL,SG,29.0,49.0,44.0,1186.0,1.5,0.062,-2.5,-0.2,-1.6580640650976997,-1.2304099779004307,-0.427654087197269,0.545686250502002,2020,0
UTA,C,22.0,58.0,3.0,663.0,3.3,0.236,1.3,0.6,0.3054223697017877,-0.1533124334279451,0.4587348031297328,1.155014658735902,2020,0
PHO,SF,23.0,73.0,32.0,2042.0,4.8,0.113,0.8,1.5,-0.6205465239107049,-1.0027574862336948,0.3822109623229899,2.318945381487697,2020,0
CHO,SF,21.0,65.0,64.0,1995.0,1.6,0.039,-2.5,-0.3,-2.68266082667967,-1.5197200686944323,-1.1629407579852375,-0.3960357111878452,2020,0
IND,PG,27.0,54.0,54.0,1666.0,4.0,0.114,1.8,1.6,0.5091055551771795,1.1321996253285678,-0.6230940701513883,3.124079653039266,2020,0
MEM,SG,24.0,73.0,73.0,2112.0,1.2,0.027,-4.1,-1.1,-1.0218134061341344,-0.5346739067880375,-0.4871394993460969,1.8449314313592555,2020,0
DET,PG,23.0,58.0,43.0,1634.0,2.1,0.062,-1.2,0.3,-1.3207058449025446,-1.572849002239274,0.2521431573367294,1.1093115183666609,2020,0
BOS,SG,23.0,57.0,57.0,1934.0,4.9,0.123,0.8,1.4,0.9416306562006568,0.7566524363414336,0.184978219859223,4.171917394313467,2020,0
MIL,SF,24.0,52.0,1.0,767.0,1.1,0.07,-2.0,0.0,-0.8334334485804569,-1.1315000440022742,0.2980665954218173,0.7638863324043594,2020,0
WAS,SF,20.0,69.0,22.0,1782.0,2.4,0.065,-1.2,0.3,-1.6419608604684446,-1.4474691156478143,-0.1944917448206302,0.8381337421513391,2020,0
DAL,PG,23.0,57.0,16.0,1022.0,2.1,0.101,-0.9,0.3,-0.8713123596612873,0.4447266873430229,-1.3160390470043102,0.9930909109917466,2020,0
WAS,C,22.0,46.0,36.0,1147.0,3.9,0.164,2.2,1.2,-0.6602134411160321,-0.5475405484146441,-0.1126728927013879,1.2725780659856918,2020,0
2TM,PG,27.0,33.0,1.0,520.0,1.3,0.123,-0.2,0.2,-0.9584588986989072,0.6600597066830751,-1.6185186053819824,0.4757251578807474,2020,0
2TM,SF,28.0,66.0,19.0,1754.0,3.7,0.101,0.5,1.1,-1.6083288657986603,-0.8711950127334873,-0.737133853065173,0.8633367557372523,2020,0
LAL,SG,26.0,69.0,26.0,1762.0,3.7,0.102,-0.8,0.5,-0.2361541677233062,0.372464264943688,-0.6086184326669942,2.443778607603798,2020,0
HOU,C,25.0,39.0,39.0,1279.0,4.9,0.184,1.4,1.1,0.7879826781984536,-0.5047743245122918,1.2927570027107451,2.6318665739549503,2020,0
PHO,PG,24.0,58.0,2.0,945.0,1.8,0.093,0.6,0.6,-0.7059045743485745,-1.0690754507351108,0.3631708763865363,1.0204157402444043,2020,0
ORL,SG,28.0,45.0,0.0,833.0,1.9,0.111,0.1,0.5,0.3930804843712009,-0.0295374727740099,0.4226179571452109,1.4986783799310048,2020,0
ATL,PF,43.0,60.0,0.0,876.0,-0.2,-0.011,-4.3,-0.5,-2.757612006761524,-1.834175696822638,-0.9234363099388854,-0.2154965876343711,2020,0
CHI,C,20.0,43.0,43.0,1256.0,3.3,0.127,-2.4,-0.1,0.3988490252166141,-0.9950547672438887,1.3939037924605029,2.264031770160122,2020,0
LAL,PG,25.0,64.0,2.0,1175.0,2.3,0.095,-0.2,0.5,0.008690927914831,-0.9463010088995196,0.9549919368143508,1.81850573353055,2020,0
2TM,C,26.0,54.0,39.0,1097.0,2.9,0.128,0.5,0.7,-0.056972367350458,-2.101913604150023,2.044941236799565,1.6510387654105412,2020,0
BRK,PF,32.0,35.0,3.0,734.0,0.7,0.046,-2.7,-0.1,-1.5754550475578168,-2.5623118950957875,0.9868568475379706,0.3769539950615134,2020,0
2TM,PG,24.0,28.0,2.0,401.0,0.5,0.055,-1.2,0.1,0.6489440796160464,0.3999956610599073,0.2489484185561391,0.7885015091288211,2020,0
GSW,PF,22.0,59.0,21.0,1196.0,3.4,0.136,0.6,0.8,0.6269980525140519,-0.7002926297477077,1.3272906822617596,2.3350046638573194,2020,0
MEM,PF,23.0,58.0,4.0,1300.0,5.0,0.183,3.1,1.7,0.1362488756250106,0.1651144281239506,-0.02886555249894,2.120192419289372,2020,0
2TM,PF,25.0,42.0,5.0,567.0,1.2,0.1,-1.9,0.0,-2.361942366602545,-1.347068101101891,-1.0148742655006542,0.0036003862985982,2020,0
2TM,SG,27.0,71.0,2.0,1705.0,3.4,0.096,1.1,1.3,-0.3036212182344702,1.3774044545728836,-1.6810256728073538,2.289202663106314,2020,0
ATL,PF,22.0,41.0,41.0,1363.0,4.9,0.174,3.1,1.7,1.2223769753639808,0.5801183893912184,0.6422585859727625,3.190415002559004,2020,0
POR,PF,22.0,11.0,11.0,290.0,0.3,0.052,-3.1,-0.1,-0.627600390327872,-1.590338976843809,0.962738586515937,0.3278430161499519,2020,0
UTA,PG,32.0,47.0,41.0,1363.0,2.5,0.089,0.3,0.8,0.2206059068585913,0.7922433742398668,-0.5716374673812754,2.2986071715354743,2020,0
MIL,SG,27.0,67.0,4.0,1243.0,3.4,0.13,0.6,0.8,0.3516533409947892,0.1930396883568986,0.1586136526378905,2.202475752883514,2020,0
LAL,PG,26.0,44.0,1.0,508.0,0.3,0.03,-3.8,-0.2,-2.680578199844824,-0.7284855006281555,-1.9520926992166685,-0.1001406809934066,2020,0
2TM,C,29.0,70.0,68.0,2137.0,3.7,0.083,0.0,1.1,1.711947474188198,-0.3425086326137513,2.0544561068019496,5.680220483108504,2020,0
2TM,SF,27.0,37.0,1.0,653.0,-0.1,-0.007,-5.3,-0.5,-2.5913792227622414,-1.695174389191752,-0.8962048335704897,-0.0916200237362324,2020,0
DEN,SF,29.0,58.0,27.0,1072.0,2.0,0.091,-2.3,-0.1,-1.5468876554927755,-1.0586440500328198,-0.4882436054599556,0.5702416752101539,2020,0
2TM,SF,29.0,65.0,53.0,1875.0,3.8,0.098,-0.1,0.9,0.7759405168295879,0.140846975847226,0.6350935409823618,3.8420053919757176,2020,0
MIN,SG,20.0,63.0,35.0,1506.0,-0.1,-0.004,-4.0,-0.8,-1.2618665240511349,-1.0724604320869826,-0.1894060919641522,1.0797213453081544,2020,0
DAL,SG,29.0,64.0,25.0,1576.0,4.3,0.13,0.8,1.2,-1.0755050466656393,0.9108355921560196,-1.986340638821659,1.3212010131649414,2020,0
2TM,SG,28.0,47.0,0.0,532.0,0.6,0.056,-2.9,-0.1,-2.2384978728712555,-0.2974861069769153,-1.94101176589434,0.0454940288168968,2020,0
LAL,PF,26.0,62.0,62.0,2131.0,11.1,0.25,8.0,5.4,5.556806802503958,3.342105691289151,2.214701111214807,10.741524342411362,2020,3
UTA,C,30.0,28.0,1.0,303.0,0.6,0.102,-3.2,-0.1,-1.3809271967230232,-2.782119562677424,1.4011923659544003,0.1941281963823782,2020,0
TOR,SG,22.0,72.0,4.0,1209.0,3.1,0.122,0.8,0.8,-0.8507713919588121,0.194679670676925,-1.0454510626357372,1.1911813566987015,2020,0
2TM,C,30.0,44.0,18.0,774.0,0.1,0.005,-5.8,-0.7,0.3512648782767458,-1.616726403713509,1.9679912819902547,1.3706178934706192,2020,0
CLE,PG,29.0,57.0,4.0,821.0,0.2,0.011,-5.2,-0.7,-1.1192153169514674,-1.401046875068826,0.2818315581173586,0.6648171066975985,2020,0
PHO,C,23.0,47.0,2.0,479.0,1.3,0.132,-1.3,0.1,-1.1508119225845244,-1.4482793757557662,0.2974674531712418,0.3777832534099458,2020,0
OKC,SF,21.0,46.0,3.0,896.0,0.4,0.022,-3.9,-0.4,-2.968480739584168,-2.572448509656863,-0.396032229927305,-0.3401842370328936,2020,0
2TM,C,30.0,63.0,17.0,1096.0,2.9,0.129,1.5,1.0,0.7543464966808568,-0.7354676556327577,1.4898141523136146,2.2316505244244618,2020,0
BRK,PG,26.0,64.0,49.0,1994.0,4.8,0.116,1.8,1.9,1.426692234346819,2.5991466933639984,-1.1724544590171797,4.931945064187924,2020,0
DAL,PG,20.0,61.0,61.0,2047.0,8.8,0.207,8.4,5.4,4.790153607545058,5.132784121806687,-0.3426305142616286,9.391330957628528,2020,3
OKC,SF,20.0,36.0,28.0,820.0,0.8,0.049,-3.7,-0.4,-1.4261893631403009,-1.2788747968254186,-0.1473145663148822,0.5006938011880122,2020,0
NYK,SG,25.0,48.0,0.0,836.0,0.9,0.053,-1.4,0.1,-2.459601426712048,-0.7050940542408215,-1.7545073724712263,-0.0469392480587731,2020,0
DET,PF,19.0,38.0,19.0,754.0,-0.3,-0.02,-6.7,-0.9,-3.2947645142082003,-2.463874597857726,-0.8308899163504743,-0.4412883117331077,2020,0
2TM,C,26.0,57.0,56.0,1879.0,4.2,0.108,0.9,1.4,1.5611141977191487,-0.9723410109975744,2.533455208716723,4.809703016195095,2020,0
CHI,PG,25.0,51.0,32.0,1269.0,2.3,0.085,-0.6,0.4,1.1989922641637996,-1.0912884860264922,2.290280750190292,2.949810681873713,2020,0
NYK,SG,32.0,36.0,1.0,558.0,0.4,0.035,-2.9,-0.1,-0.82152619618049,-0.2310679985439501,-0.59045819763654,0.5607316985159064,2020,0
PHI,C,25.0,51.0,51.0,1506.0,6.0,0.192,4.7,2.5,3.7563540072323938,1.9891865285495671,1.7671674786828264,5.958469247365358,2020,0
SAS,C,22.0,22.0,3.0,272.0,0.8,0.134,-1.8,0.0,-0.8047850575323577,-1.6755172455172962,0.8707321879849385,0.276345835922616,2020,0
2TM,SG,22.0,29.0,1.0,418.0,-0.5,-0.056,-7.1,-0.5,-2.368000082930373,-2.7163604849816103,0.3483604020512371,0.0010356493841716,2020,0
2TM,SG,24.0,35.0,1.0,485.0,0.4,0.043,-2.9,-0.1,-1.3163683020170724,-1.241913568493966,-0.0744547335231064,0.3310369394991116,2020,0
NOP,C,28.0,51.0,49.0,1243.0,4.2,0.162,1.0,0.9,1.409365088275602,-0.2329956084796596,1.6423606967552615,3.0592509137191697,2020,0
OKC,SF,21.0,56.0,38.0,1257.0,0.6,0.021,-4.5,-0.8,-3.7253001166804185,-3.178819798457181,-0.546480318223237,-1.074025290078514,2020,0
ATL,C,21.0,56.0,13.0,713.0,0.8,0.055,-4.1,-0.4,-1.7706482356934623,-1.62428739393005,-0.1463608417634123,0.2758299826830787,2020,0
SAC,PG,26.0,50.0,0.0,530.0,0.7,0.06,-1.8,0.0,-0.5450015625477225,-0.6332151860502807,0.0882136235025582,0.6276721407581127,2020,0
DAL,PF,26.0,71.0,68.0,2120.0,4.9,0.11,-0.2,0.9,-0.8728865343330725,-0.3400011358445562,-0.5328853984885163,2.057644353257861,2020,0
SAS,SG,26.0,63.0,62.0,1579.0,1.5,0.047,-2.7,-0.3,-2.1535192718462577,-0.8326967892966053,-1.3208224825496526,0.2212948521593734,2020,0
ORL,SF,27.0,66.0,66.0,2076.0,4.6,0.106,1.0,1.6,0.5472060573409278,0.5340645464151944,0.0131415109257333,3.943419061739751,2020,0
SAC,PG,22.0,51.0,49.0,1634.0,4.0,0.118,1.8,1.6,1.0932889815735731,1.7068763691080655,-0.6135873875344924,3.687663121849208,2020,0
DET,PG,29.0,27.0,11.0,355.0,0.1,0.016,-4.6,-0.2,-1.3952103397912217,-1.3723867478642124,-0.0228235919270092,0.2237065882532923,2020,0
ORL,PG,21.0,72.0,60.0,1996.0,2.7,0.065,-1.8,0.1,-0.5529359116363824,-1.238406124895837,0.6854702132594542,2.354857866416188,2020,0
CHI,C,21.0,43.0,7.0,609.0,1.9,0.146,-1.3,0.1,-0.8716862810192185,-2.2070543341217417,1.3353680531025232,0.5917314928238478,2020,0
OKC,PF,31.0,62.0,62.0,1834.0,6.3,0.166,3.3,2.4,1.6250795561475972,2.469349971009692,-0.8442704148620943,4.7720193345659885,2020,0
DET,SG,28.0,66.0,6.0,1702.0,3.1,0.087,-0.8,0.5,-2.490169053024861,-0.6228102243299187,-1.867358828694942,-0.1288331579987776,2020,0
CLE,SG,20.0,59.0,59.0,1824.0,-1.3,-0.034,-5.5,-1.7,-4.584198707332411,-1.9997102695985447,-2.584488437733866,-2.516920868237497,2020,0
TOR,C,35.0,44.0,43.0,1161.0,3.0,0.124,1.6,1.1,0.998597407806995,-1.7967026669473447,2.79530007475434,2.548402437211009,2020,0
SAS,PF,33.0,67.0,5.0,1461.0,2.1,0.068,-0.8,0.4,0.0828555553772745,-0.3707369024789838,0.4535924578562584,2.331023053165944,2020,0
LAC,SF,29.0,48.0,48.0,1419.0,4.8,0.161,4.9,2.5,2.635620086466237,2.2298374373384617,0.4057826491277756,4.614089022071375,2020,0
NYK,C,34.0,62.0,56.0,1025.0,2.6,0.12,-1.1,0.2,-0.7496184035713769,-1.1328305627116386,0.3832121591402618,1.0776244538903943,2020,0
OKC,SG,21.0,70.0,70.0,2428.0,6.1,0.121,1.7,2.2,0.9705925089194972,0.8138725106220345,0.1567199982974627,5.285406516989721,2020,0
UTA,C,27.0,68.0,68.0,2333.0,10.7,0.221,3.6,3.3,3.387041737715631,0.3342192250359952,3.052822512679636,8.693369315014893,2020,1
ATL,PG,24.0,34.0,1.0,430.0,0.1,0.013,-2.9,-0.1,-1.3081802366195747,-0.5083339069755308,-0.7998463296440438,0.2957558978305622,2020,0
ORL,PF,24.0,62.0,62.0,2017.0,3.7,0.087,0.0,1.0,0.4694412570066028,-0.2496753465047527,0.7191166035113555,3.729704820690363,2020,0
HOU,SF,31.0,36.0,15.0,1016.0,0.5,0.024,-3.9,-0.5,-1.4205819127674426,0.6904526751792781,-2.1110345879467207,0.623918101113364,2020,0
CHO,PG,24.0,63.0,53.0,2211.0,3.4,0.073,0.5,1.4,0.1448030042635713,1.558578510013529,-1.4137755057499577,3.618739231650424,2020,0
2TM,SF,26.0,55.0,20.0,929.0,0.2,0.009,-5.6,-0.8,-2.1588133790966264,-1.3578135793806787,-0.8009997997159478,0.1270755765992324,2020,0
DEN,PF,25.0,71.0,24.0,1892.0,4.4,0.111,-0.5,0.7,-1.998458076815412,-0.7622401845386569,-1.2362178922767546,0.4539413952731306,2020,0
LAL,SG,32.0,68.0,68.0,1687.0,3.4,0.096,0.5,1.1,0.8784832580122194,0.2257167777003222,0.6527664803118971,3.569573884467219,2020,0
GSW,PF,29.0,43.0,43.0,1222.0,1.1,0.044,-0.2,0.5,0.469731289704884,-1.8957671345645064,2.3654984242693904,2.2589724872506056,2020,0
2TM,C,33.0,48.0,4.0,960.0,2.1,0.104,-0.1,0.5,-1.595944552348131,-1.2895061665425067,-0.3064383858056244,0.4802154304746165,2020,0
DET,PF,30.0,18.0,18.0,512.0,-0.1,-0.012,-4.3,-0.3,0.8853805485200619,1.8949218746446064,-1.0095413261245445,1.0864442120493087,2020,0
WAS,PF,21.0,48.0,48.0,1444.0,1.8,0.06,-3.2,-0.4,-1.7373351992117003,-1.3899363455060243,-0.3473988537056759,0.5900575731488841,2020,0
DAL,SG,27.0,71.0,58.0,2091.0,4.4,0.102,-0.1,1.0,-0.129610056494563,1.3937306596837238,-1.5233407161782868,3.046518060241424,2020,0
HOU,SG,30.0,68.0,68.0,2483.0,13.1,0.254,9.6,7.3,6.045965663276679,6.895258816916629,-0.84929315363995,13.209700812027108,2020,3
2TM,PF,26.0,62.0,48.0,1427.0,2.7,0.09,-0.7,0.5,-2.645546540876188,-2.2153989693805656,-0.4301475714956224,-0.2494423902671249,2020,0
LAC,C,26.0,63.0,2.0,1749.0,7.0,0.191,2.9,2.2,1.5308096282353807,1.5711129704756317,-0.0403033422402508,4.44436584616269,2020,0
DEN,SG,25.0,56.0,55.0,1780.0,1.9,0.052,-2.5,-0.2,-0.8383499605581829,-1.3028428495112836,0.4644928889531007,1.768166728247105,2020,0
BRK,SF,28.0,69.0,69.0,2123.0,4.3,0.097,-0.2,1.0,-0.2127559385465425,0.4643151643300237,-0.6770711028765662,2.977020911176758,2020,0
CHI,SG,26.0,43.0,10.0,484.0,1.5,0.153,2.8,0.6,1.0983138984826846,-0.1504902743139817,1.2488041727966663,1.0944330899251906,2020,0
PHI,PF,27.0,72.0,72.0,2469.0,6.2,0.121,0.8,1.8,2.1311905502238124,1.657428834118295,0.4737617161055177,7.231913563173253,2020,0
HOU,C,21.0,23.0,2.0,266.0,1.1,0.19,0.3,0.2,-0.3362246647782263,-0.5952260114376292,0.2590013466594029,0.3515766932751072,2020,0
NOP,SF,24.0,65.0,16.0,1755.0,3.1,0.085,-0.7,0.6,-1.1721348216488914,-0.6059714399370418,-0.5661633817118497,1.3612469227051458,2020,0
NOP,C,19.0,64.0,14.0,1080.0,3.9,0.171,-0.3,0.5,-0.415570780524924,-0.8690006295667138,0.4534298490417897,1.3708376631928942,2020,0
BOS,SF,29.0,52.0,52.0,1740.0,5.7,0.158,2.7,2.0,1.254844576504481,0.7117639250146269,0.5430806514898541,4.109268593237858,2020,0
2TM,C,29.0,40.0,8.0,600.0,1.4,0.109,0.9,0.4,0.9019486270522808,-1.2468064818322668,2.148755108884548,1.2793874862180268,2020,0
MIA,SG,20.0,55.0,8.0,1508.0,1.6,0.05,-1.6,0.1,-2.883662607599013,-0.9151928641110822,-1.9684697434879312,-0.4918497032077962,2020,0
POR,PF,24.0,53.0,4.0,871.0,0.8,0.043,-2.9,-0.2,-2.6735260976642587,-2.5026123563739384,-0.1709137412903204,-0.1678692007452403,2020,0
SAC,SG,27.0,72.0,44.0,2216.0,3.0,0.064,1.1,1.7,-0.2811723100643837,0.851515114911495,-1.1326874249758787,3.008519450057353,2020,0
MIL,PG,33.0,59.0,2.0,1271.0,5.5,0.21,2.9,1.6,1.5631017164247387,1.340659314232841,0.2224424021918981,3.256900546584353,2020,0
2TM,PF,28.0,59.0,4.0,1088.0,1.4,0.064,-1.7,0.1,-2.166684125872589,-1.329018783156384,-0.8376653427162046,0.1432629456741444,2020,0
IND,PG,23.0,66.0,33.0,1617.0,2.1,0.063,-1.6,0.2,-1.12072730276109,-0.6017974158023991,-0.518929886958691,1.3085053715367445,2020,0
NOP,SG,29.0,61.0,61.0,2117.0,3.9,0.088,1.8,2.0,1.2911382656960702,0.9838179118928578,0.3073203538032122,5.0491454430720495,2020,0
IND,SF,30.0,73.0,6.0,1826.0,4.2,0.112,1.3,1.5,0.4909651607671725,-0.5467143562748882,1.0376795170420607,3.4010886581157305,2020,0
TOR,PF,25.0,60.0,6.0,1122.0,3.4,0.146,0.3,0.6,1.383976132208101,0.630241875670313,0.753734256537788,2.7436936586230245,2020,0
SAC,C,26.0,44.0,38.0,1242.0,4.9,0.19,1.0,0.9,2.2239472916215366,-0.1295025030799548,2.353449794701491,3.710925618270344,2020,0
POR,SF,27.0,21.0,21.0,619.0,1.1,0.084,-0.9,0.2,-1.9724914227170696,-1.8996197957608605,-0.0728716269562092,0.1588076366938814,2020,0
PHI,C,33.0,67.0,61.0,2025.0,5.4,0.128,2.2,2.2,0.5150128303028743,-0.3559143748205117,0.870927205123386,3.8055256756794704,2020,0
HOU,SF,26.0,63.0,52.0,1913.0,3.6,0.091,-0.7,0.6,0.3854974938100325,0.2638897799223634,0.121607713887669,3.4313469197054585,2020,0
LAL,C,34.0,69.0,2.0,1306.0,5.4,0.197,0.2,0.7,2.678772514062388,0.1005225023949204,2.5782500116674667,4.281868067341302,2020,0
ATL,SG,21.0,56.0,48.0,1760.0,1.6,0.043,-1.6,0.2,-2.0936918916998324,-0.6817631081512353,-1.4119287835485972,0.314412915039404,2020,0
ATL,SF,22.0,63.0,62.0,2018.0,0.1,0.002,-4.7,-1.4,-2.5599685003863533,-1.5803847202263526,-0.9795837801600008,-0.2426792631261465,2020,0
CHI,SF,23.0,28.0,10.0,527.0,0.7,0.06,-2.6,-0.1,-1.3759902061345095,-1.7970847263861391,0.4210945202516293,0.3386822860312934,2020,0
TOR,C,30.0,55.0,27.0,1485.0,3.9,0.126,0.1,0.8,-0.6688548697874253,-0.3471102538712803,-0.3217446159161449,1.6390250217544575,2020,0
MIA,SF,36.0,21.0,0.0,418.0,0.6,0.065,-0.5,0.2,-0.1506991877030059,-1.590865421362052,1.440166233659046,0.6032930456644384,2020,0
UTA,PF,32.0,72.0,45.0,2137.0,4.8,0.108,0.7,1.5,0.8181520190195631,0.1394381248258975,0.6787138941936656,4.437423011015062,2020,0
NOP,PF,22.0,62.0,62.0,2104.0,5.1,0.115,2.1,2.2,-0.4845841125076674,0.8345139678815704,-1.3190980803892378,2.575725585992823,2020,0
BRK,PG,27.0,20.0,20.0,658.0,2.9,0.21,7.7,1.6,2.716488655812086,3.0147738236823507,-0.2982851678702647,2.1734784207011395,2020,0
ORL,PF,22.0,34.0,32.0,980.0,2.5,0.12,2.3,1.1,2.243826019272243,-1.158676709047321,3.4025027283195635,2.940903532490267,2020,0
ORL,SF,25.0,52.0,21.0,953.0,1.7,0.084,-2.6,-0.2,-1.28055991315526,-1.529998647200154,0.2494387340448938,0.6720397156894063,2020,0
NOP,PG,21.0,59.0,2.0,797.0,0.2,0.01,-5.5,-0.7,-3.200525801740453,-0.7513272634733319,-2.449198538267121,-0.4194502898488163,2020,0
MEM,C,20.0,57.0,57.0,1622.0,3.5,0.103,0.4,1.0,-0.1039925263392135,-0.8448152167614407,0.7408226904222271,2.3902401543431675,2020,0
MEM,SF,22.0,22.0,0.0,381.0,0.5,0.069,0.1,0.2,-0.0127937246495767,0.1153383020917199,-0.1281320267412966,0.5848733908953553,2020,0
DAL,PF,24.0,65.0,3.0,1045.0,1.2,0.054,-3.4,-0.4,-1.687278343647335,-0.7254673301260948,-0.9618110135212404,0.4606753156757754,2020,0
2TM,PG,29.0,31.0,16.0,743.0,1.1,0.073,-0.4,0.3,-0.3267177346044371,0.5357327574691418,-0.8624504920735789,0.986026654109504,2020,0
PHO,SG,22.0,31.0,0.0,328.0,0.0,-0.003,-3.7,-0.1,-1.0862404619764232,-0.8311083024238775,-0.2551321595525457,0.2723823246933471,2020,0
PHO,PF,23.0,57.0,9.0,1255.0,2.7,0.102,0.3,0.7,-0.0832187621494016,0.3143509237718425,-0.3975696859212441,1.8669294886954304,2020,0
2TM,PF,32.0,32.0,1.0,619.0,1.1,0.089,0.0,0.3,-0.9616176200978036,-0.8923563405578949,-0.0692612795399085,0.5655071329154305,2020,0
SAS,SF,20.0,17.0,1.0,301.0,1.1,0.174,1.5,0.3,-0.5447310466215642,-0.852330844990954,0.3075997983693898,0.356192236054038,2020,0
2TM,SG,27.0,39.0,7.0,709.0,0.7,0.05,-2.9,-0.2,-2.143897058649056,-1.1814608460957086,-0.9624362125533468,0.1037769319559015,2020,0
DEN,C,24.0,73.0,73.0,2336.0,9.8,0.202,7.4,5.5,3.27067369845932,2.89889316967321,0.3717805287861097,8.533929615542167,2020,2
ATL,C,24.0,55.0,27.0,887.0,2.8,0.152,-1.5,0.1,-0.7569963540773199,-1.78232348749071,1.02532713341339,0.9281078422734232,2020,0
MIA,SF,22.0,59.0,16.0,1375.0,4.4,0.153,0.7,1.0,0.3240638662822023,0.0270188472200537,0.2970450190621486,2.4115650865443143,2020,0
MEM,PG,23.0,65.0,6.0,1232.0,3.0,0.117,0.6,0.8,0.1237864556876435,0.4943877888731621,-0.3706013331855186,1.9992672728404737,2020,0
SAC,PG,28.0,72.0,26.0,1759.0,2.3,0.062,-2.0,0.0,0.2407328651667321,-0.793005581359928,1.03373844652666,2.989851391856602,2020,0
PHO,C,26.0,39.0,13.0,777.0,1.4,0.087,-0.5,0.3,-0.1945941980234718,-0.115957230915034,-0.0786369671084378,1.0995161328256866,2020,0
BOS,C,27.0,58.0,7.0,983.0,4.4,0.214,1.5,0.9,0.5943889624055536,0.359699699344884,0.2346892630606696,1.898750982967048,2020,0
DET,SG,23.0,28.0,25.0,922.0,1.9,0.1,-0.3,0.4,-1.267546757571242,0.1416912447880736,-1.4092380023593156,0.6577669872693426,2020,0
2TM,PF,26.0,25.0,0.0,281.0,-0.2,-0.03,-7.4,-0.4,-0.3373321096304902,-0.8862772277173763,0.5489451180868861,0.37062391355839,2020,0
DAL,PF,28.0,74.0,21.0,1890.0,4.8,0.123,0.4,1.1,0.0757932498377307,0.0706976428366362,0.0050956070010945,3.00701338625108,2020,0
2TM,SG,28.0,25.0,3.0,462.0,-0.1,-0.01,-4.4,-0.3,-0.4464050247177891,0.1090661397877814,-0.5554711645055705,0.5778719128874396,2020,0
PHI,SG,22.0,72.0,12.0,1559.0,2.8,0.085,-1.3,0.3,-2.156849143242095,-0.5779043205754217,-1.5789448226666734,0.2151057405920674,2020,0
CHI,C,24.0,36.0,14.0,559.0,1.1,0.091,-1.2,0.1,-0.0730439748406961,-0.5168040584252604,0.4437600835845643,0.8344094510271737,2020,0
MIL,SF,38.0,58.0,1.0,960.0,2.5,0.124,0.1,0.5,-1.268423982975328,-0.4127606160867644,-0.8556633668885637,0.684235704620876,2020,0
BRK,PF,21.0,47.0,9.0,684.0,0.8,0.055,-2.8,-0.1,-1.923651525823868,-2.1408898732221884,0.2172383473983206,0.196998863695805,2020,0
LAL,PF,24.0,61.0,9.0,1526.0,2.0,0.063,-2.6,-0.2,-0.9047986754279902,-0.1437653567617716,-0.7610333186662186,1.4497093378659631,2020,0
IND,SG,27.0,46.0,42.0,1291.0,2.7,0.099,-0.4,0.5,-0.8791568837163468,-0.881913394138332,0.0027565104219852,1.248084490185921,2020,0
BOS,SG,20.0,32.0,2.0,370.0,0.2,0.025,-4.9,-0.3,-2.595122651429815,-2.093156991173043,-0.5019656602567715,-0.0527715654686097,2020,0
MIN,SF,25.0,23.0,2.0,505.0,0.3,0.03,-3.7,-0.2,-1.904222528204227,-1.8070571690601749,-0.0971653591440522,0.1519136054359638,2020,0
DAL,SG,34.0,24.0,9.0,345.0,0.7,0.092,-0.6,0.1,-1.3916249616752938,-1.771140863909658,0.379515902234364,0.2185956279393771,2020,0
GSW,SG,27.0,49.0,36.0,1423.0,1.7,0.058,-2.3,-0.1,0.3408871728759056,-0.412804795567204,0.7536919684431096,2.510475680939821,2020,0
2TM,C,26.0,55.0,12.0,970.0,2.5,0.122,-0.7,0.3,-1.1843567776393376,-1.3969644313893408,0.2126076537500033,0.7450845222468385,2020,0
LAC,SF,28.0,57.0,57.0,1848.0,8.7,0.226,8.9,5.1,6.844710951174954,5.0049082022655975,1.839802748909357,10.658742503740472,2020,2
MIA,C,27.0,51.0,49.0,1034.0,2.1,0.096,-0.9,0.3,-0.5003728354141785,-1.9945846430952512,1.4942118076810729,1.2553680339216122,2020,0
POR,PG,29.0,66.0,66.0,2474.0,11.6,0.225,7.5,5.9,2.6519935807892763,5.316527570897921,-2.6645339901086444,8.069879409705143,2020,2
